,short_name,club_name,league_name,age,player_positions,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,year
108300,J. Willock,Arsenal,English Premier League,20,"CAM, CM",71,85,31000.0,75.0,64.0,66.0,73.0,57.0,67.0,2021
108312,A. Grbic,FC Lorient,French Ligue 1,23,ST,71,77,18000.0,72.0,75.0,53.0,68.0,24.0,69.0,2021
108315,Bremer,Torino F.C.,Italian Serie A,23,CB,71,80,20000.0,59.0,35.0,48.0,58.0,71.0,68.0,2021
108317,M. Cuisance,FC Bayern München,German 1. Bundesliga,20,CM,71,82,27000.0,71.0,67.0,77.0,75.0,53.0,54.0,2021
108321,E. Rexhbeçaj,1. FC Köln,German 1. Bundesliga,22,CM,71,79,22000.0,66.0,58.0,70.0,72.0,64.0,66.0,2021
108322,C. Traoré,Racing Club de Lens,French Ligue 1,25,"RB, RWB",71,75,21000.0,74.0,46.0,62.0,71.0,67.0,68.0,2021
108325,K. Zohi,RC Strasbourg Alsace,French Ligue 1,23,"LM, ST",71,80,16000.0,80.0,67.0,63.0,76.0,25.0,57.0,2021
108326,H. Traorè,U.S. Sassuolo Calcio,Italian Serie A,20,"CAM, CM",71,85,14000.0,70.0,66.0,69.0,75.0,56.0,59.0,2021
108330,D. Vavro,Lazio,Italian Serie A,24,CB,71,78,24000.0,65.0,49.0,51.0,56.0,70.0,77.0,2021
108332,Gorosabel,Real Sociedad,Spain Primera Division,23,RB,71,77,13000.0,65.0,41.0,57.0,64.0,71.0,63.0,2021
108333,I. Ganago,Racing Club de Lens,French Ligue 1,21,"ST, RW, LW",71,77,20000.0,76.0,72.0,58.0,71.0,34.0,67.0,2021
108338,A. Tchouaméni,AS Monaco,French Ligue 1,20,CM,71,78,21000.0,67.0,53.0,65.0,71.0,71.0,73.0,2021
108346,B. Badiashile,AS Monaco,French Ligue 1,19,CB,71,78,13000.0,54.0,33.0,55.0,56.0,71.0,74.0,2021
108348,R. Aït Nouri,Angers SCO,French Ligue 1,19,LB,71,86,7000.0,68.0,42.0,62.0,70.0,69.0,49.0,2021
108352,T. Băluță,Brighton & Hove Albion,English Premier League,21,"CDM, CB",71,82,21000.0,60.0,49.0,57.0,49.0,69.0,74.0,2021
108353,M. Müldür,U.S. Sassuolo Calcio,Italian Serie A,21,"RB, CB",71,82,13000.0,77.0,49.0,59.0,71.0,67.0,70.0,2021
108357,M. Simakan,RC Strasbourg Alsace,French Ligue 1,20,"CB, RB",71,82,12000.0,62.0,34.0,53.0,58.0,73.0,72.0,2021
108366,Y. Benrahou,Nîmes Olympique,French Ligue 1,21,CAM,71,80,11000.0,70.0,64.0,70.0,76.0,41.0,51.0,2021
108371,B. Gilmour,Chelsea,English Premier League,19,"CM, CAM",71,86,25000.0,68.0,54.0,70.0,73.0,64.0,50.0,2021
108380,A. Palaversa,Getafe CF,Spain Primera Division,20,"CM, CDM, CAM",71,83,43000.0,63.0,59.0,70.0,70.0,70.0,71.0,2021
108381,K. Thuram,OGC Nice,French Ligue 1,19,"CDM, CM",71,82,10000.0,69.0,52.0,67.0,68.0,70.0,69.0,2021
108390,Son,Levante Unión Deportiva,Spain Primera Division,26,RB,71,74,14000.0,74.0,46.0,61.0,67.0,67.0,68.0,2021
108393,T. Kouassi,FC Bayern München,German 1. Bundesliga,18,"CB, CDM",71,85,10000.0,69.0,37.0,55.0,62.0,71.0,74.0,2021
108403,Reinier,Borussia Dortmund,German 1. Bundesliga,18,"CF, CAM",71,87,30000.0,82.0,68.0,64.0,75.0,43.0,65.0,2021
108405,B. Šutalo,Atalanta,Italian Serie A,20,CB,71,82,19000.0,64.0,31.0,51.0,54.0,74.0,66.0,2021
108411,L. Grant,Manchester United,English Premier League,37,GK,70,70,23000.0,,,,,,,2021
108412,G. Pegolo,U.S. Sassuolo Calcio,Italian Serie A,39,GK,70,70,7000.0,,,,,,,2021
108413,Nino,Elche CF,Spain Primera Division,40,"ST, CF, CAM",70,70,9000.0,57.0,74.0,63.0,70.0,46.0,55.0,2021
108423,S. Carson,Manchester City,English Premier League,34,GK,70,70,12000.0,,,,,,,2021
108426,Jurado,Cádiz CF,Spain Primera Division,34,"CAM, RM, LM",70,70,16000.0,59.0,70.0,73.0,71.0,30.0,53.0,2021
108428,J. Ruddy,Wolverhampton Wanderers,English Premier League,33,GK,70,70,27000.0,,,,,,,2021
108444,J. Moulin,AS Saint-Étienne,French Ligue 1,34,GK,70,70,12000.0,,,,,,,2021
108448,N. Taylor,Aston Villa,English Premier League,31,LB,70,70,26000.0,66.0,39.0,65.0,69.0,68.0,65.0,2021
108460,F. Forestieri,Udinese Calcio,Italian Serie A,30,"ST, CAM, LW",70,70,11000.0,76.0,72.0,67.0,75.0,47.0,65.0,2021
108461,V. Mannone,AS Monaco,French Ligue 1,32,GK,70,70,18000.0,,,,,,,2021
108468,G. Berardi,Leeds United,English Premier League,31,"CB, RB, LB",70,70,41000.0,66.0,39.0,60.0,64.0,69.0,77.0,2021
108472,J. Morávek,FC Augsburg,German 1. Bundesliga,30,"CM, CAM",70,70,15000.0,46.0,69.0,73.0,74.0,55.0,56.0,2021
108483,N. Roux,Nîmes Olympique,French Ligue 1,32,ST,70,70,14000.0,66.0,70.0,63.0,71.0,37.0,65.0,2021
108488,H. Robson-Kanu,West Bromwich Albion,English Premier League,31,"ST, RW",70,70,42000.0,69.0,71.0,63.0,70.0,35.0,75.0,2021
108489,M. Mustacchio,Crotone,Italian Serie A,31,"RM, ST, RW",70,70,8000.0,90.0,63.0,61.0,72.0,41.0,63.0,2021
108513,M. Sau,Benevento,Italian Serie A,32,"ST, CF",70,70,11000.0,84.0,68.0,70.0,78.0,31.0,56.0,2021
108515,L. Siligardi,Parma,Italian Serie A,32,"RW, LW",70,70,18000.0,72.0,66.0,70.0,75.0,37.0,55.0,2021
108517,S. Colombi,Parma,Italian Serie A,29,GK,70,70,13000.0,,,,,,,2021
108519,Álvaro Giménez,Cádiz CF,Spain Primera Division,29,ST,70,70,18000.0,72.0,70.0,57.0,68.0,29.0,65.0,2021
108529,M. Terrazzino,Sport-Club Freiburg,German 1. Bundesliga,29,"LM, RM",70,70,14000.0,65.0,58.0,69.0,75.0,34.0,60.0,2021
108544,J. Steer,Aston Villa,English Premier League,27,GK,70,72,21000.0,,,,,,,2021
108547,R. Yabo,DSC Arminia Bielefeld,German 1. Bundesliga,28,"CM, CAM, RM",70,70,14000.0,80.0,60.0,66.0,75.0,62.0,67.0,2021
108551,M. Le Marchand,Fulham,English Premier League,30,"CB, LB",70,70,41000.0,60.0,38.0,65.0,65.0,69.0,70.0,2021
108566,Edu Ramos,Cádiz CF,Spain Primera Division,28,"CDM, CM",70,71,15000.0,65.0,51.0,67.0,63.0,62.0,71.0,2021
108568,A. Forshaw,Leeds United,English Premier League,28,"CDM, CM",70,70,43000.0,64.0,61.0,71.0,70.0,63.0,64.0,2021
108575,A. Mazzotta,Crotone,Italian Serie A,30,"LM, LB",70,70,8000.0,77.0,55.0,65.0,70.0,64.0,70.0,2021
108579,L. Marrone,Crotone,Italian Serie A,30,"CB, CDM",70,70,7000.0,53.0,59.0,71.0,71.0,70.0,71.0,2021
108597,T. Ream,Fulham,English Premier League,32,CB,70,70,41000.0,60.0,43.0,68.0,68.0,70.0,69.0,2021
108602,K. Zohore,West Bromwich Albion,English Premier League,26,ST,70,72,42000.0,65.0,70.0,48.0,64.0,26.0,78.0,2021
108605,J. Robinson,Sheffield United,English Premier League,26,"CB, LWB",70,71,17000.0,70.0,41.0,61.0,63.0,72.0,66.0,2021
108615,M. Kamiński,VfB Stuttgart,German 1. Bundesliga,28,CB,70,71,13000.0,66.0,56.0,62.0,59.0,71.0,69.0,2021
108624,M. Bešić,Everton,English Premier League,27,CM,70,70,36000.0,62.0,55.0,67.0,74.0,71.0,70.0,2021
108633,Ryder Matos,Udinese Calcio,Italian Serie A,27,"RW, ST, LW",70,70,11000.0,74.0,65.0,61.0,76.0,34.0,65.0,2021
108638,M. Haïdara,Racing Club de Lens,French Ligue 1,27,"LWB, LB",70,71,19000.0,76.0,51.0,59.0,67.0,66.0,77.0,2021
108657,C. Battocchio,Stade Brestois 29,French Ligue 1,28,"CM, CDM, CAM",70,70,11000.0,69.0,68.0,70.0,75.0,57.0,58.0,2021
108660,N. Kebano,Fulham,English Premier League,28,"LW, LM, CAM",70,70,50000.0,80.0,65.0,65.0,74.0,39.0,53.0,2021
108661,Yun Il Lok,Montpellier Hérault SC,French Ligue 1,28,"LM, ST",70,70,17000.0,71.0,65.0,66.0,70.0,47.0,67.0,2021
108674,J. Jønsson,Cádiz CF,Spain Primera Division,27,"CDM, CM",70,70,14000.0,74.0,56.0,63.0,67.0,67.0,74.0,2021
108682,A. Almici,Hellas Verona,Italian Serie A,27,RB,70,71,13000.0,81.0,42.0,64.0,64.0,61.0,75.0,2021
108685,P. Klement,VfB Stuttgart,German 1. Bundesliga,27,"CAM, CM, RM",70,70,13000.0,54.0,66.0,73.0,75.0,40.0,57.0,2021
108692,A. Lozano,Cádiz CF,Spain Primera Division,27,ST,70,71,17000.0,78.0,69.0,60.0,70.0,34.0,76.0,2021
108697,B. Uphoff,Sport-Club Freiburg,German 1. Bundesliga,26,GK,70,74,10000.0,,,,,,,2021
108698,L. Jans,FC Metz,French Ligue 1,27,RB,70,70,10000.0,68.0,49.0,66.0,68.0,66.0,68.0,2021
108716,Rober Correa,SD Eibar,Spain Primera Division,27,RB,70,71,13000.0,67.0,43.0,60.0,62.0,68.0,70.0,2021
108725,P. Iemmello,Benevento,Italian Serie A,28,ST,70,70,12000.0,79.0,70.0,59.0,70.0,22.0,65.0,2021
108742,José Mari,Cádiz CF,Spain Primera Division,32,"CDM, CM",70,70,14000.0,68.0,60.0,66.0,66.0,66.0,74.0,2021
108745,F. Ceccherini,Fiorentina,Italian Serie A,28,CB,70,72,24000.0,49.0,16.0,34.0,50.0,71.0,72.0,2021
108755,P. Faragò,Cagliari,Italian Serie A,27,"CM, RM, RB",70,70,17000.0,63.0,57.0,70.0,69.0,65.0,66.0,2021
108767,C. Lenz,1. FC Union Berlin,German 1. Bundesliga,25,"LB, LM",70,73,14000.0,68.0,39.0,62.0,68.0,66.0,66.0,2021
108768,I. Sylla,Racing Club de Lens,French Ligue 1,26,"LB, LWB",70,71,4000.0,64.0,61.0,67.0,68.0,66.0,73.0,2021
108779,L. Abergel,FC Lorient,French Ligue 1,27,"CDM, CM",70,72,15000.0,73.0,47.0,62.0,67.0,66.0,75.0,2021
108816,E. Fernandes,1. FSV Mainz 05,German 1. Bundesliga,24,"CM, CDM",70,75,13000.0,67.0,62.0,68.0,70.0,69.0,71.0,2021
108817,Unai García,CA Osasuna,Spain Primera Division,27,CB,70,72,15000.0,63.0,41.0,59.0,53.0,69.0,75.0,2021
108818,C. Brunner,DSC Arminia Bielefeld,German 1. Bundesliga,26,"RB, CB",70,72,12000.0,71.0,56.0,62.0,65.0,68.0,69.0,2021
108823,A. Di Gaudio,Hellas Verona,Italian Serie A,30,LW,70,70,16000.0,85.0,59.0,62.0,77.0,31.0,45.0,2021
108832,Akapo,Cádiz CF,Spain Primera Division,27,"RB, LB",70,71,14000.0,84.0,50.0,60.0,59.0,66.0,76.0,2021
108844,J. Sims,Southampton,English Premier League,23,"RM, RW",70,78,23000.0,85.0,61.0,62.0,74.0,31.0,53.0,2021
108852,A. Ferrari,U.C. Sampdoria,Italian Serie A,26,"CB, RB",70,75,10000.0,66.0,32.0,51.0,63.0,72.0,68.0,2021
108856,L. Venuti,Fiorentina,Italian Serie A,25,"RB, LB",70,75,22000.0,72.0,26.0,51.0,63.0,66.0,58.0,2021
108857,Luismi,Real Valladolid CF,Spain Primera Division,28,"CDM, CM",70,71,11000.0,57.0,39.0,59.0,62.0,68.0,77.0,2021
108860,M. Malsa,Levante Unión Deportiva,Spain Primera Division,24,"CM, CDM",70,76,11000.0,69.0,58.0,67.0,66.0,71.0,75.0,2021
108863,L. Mazzitelli,U.S. Sassuolo Calcio,Italian Serie A,24,"CM, CDM",70,75,15000.0,56.0,55.0,70.0,70.0,63.0,63.0,2021
108869,G. Donsah,Bologna,Italian Serie A,24,"CM, CDM",70,76,15000.0,70.0,63.0,70.0,73.0,66.0,73.0,2021
108875,T. Adarabioyo,Manchester City,English Premier League,22,"CB, RB",70,81,40000.0,61.0,31.0,55.0,55.0,70.0,72.0,2021
108879,R. Aarons,Newcastle United,English Premier League,24,"LM, RW",70,74,18000.0,78.0,63.0,67.0,73.0,39.0,54.0,2021
108883,R. Rúnarsson,Dijon FCO,French Ligue 1,25,GK,70,75,6000.0,,,,,,,2021
108884,A. Tello,Benevento,Italian Serie A,23,"CM, LM",70,77,9000.0,86.0,58.0,69.0,75.0,61.0,81.0,2021
108896,A. Mendy,FC Girondins de Bordeaux,French Ligue 1,26,ST,70,72,18000.0,69.0,72.0,51.0,63.0,24.0,77.0,2021
108897,E. Goldaniga,Genoa,Italian Serie A,26,CB,70,71,15000.0,43.0,33.0,41.0,51.0,72.0,67.0,2021
108915,E. Burgos,SD Eibar,Spain Primera Division,28,CB,70,72,14000.0,46.0,34.0,46.0,52.0,71.0,80.0,2021
108916,Y. Bodiger,Cádiz CF,Spain Primera Division,25,"CDM, CM",70,75,14000.0,53.0,57.0,68.0,63.0,67.0,70.0,2021
108923,S. Mounié,Stade Brestois 29,French Ligue 1,25,ST,70,74,11000.0,61.0,69.0,60.0,64.0,41.0,76.0,2021
108926,Jorge Sáenz,RC Celta de Vigo,Spain Primera Division,23,CB,70,80,14000.0,65.0,42.0,61.0,63.0,70.0,76.0,2021
108927,N. Haas,Atalanta,Italian Serie A,24,"CM, CDM",70,73,22000.0,77.0,58.0,70.0,72.0,62.0,67.0,2021
108928,K. Dolly,Montpellier Hérault SC,French Ligue 1,27,"CAM, LM",70,71,17000.0,76.0,69.0,70.0,73.0,36.0,52.0,2021
108929,T. Mauricio,Racing Club de Lens,French Ligue 1,26,"RM, CAM",70,71,21000.0,79.0,67.0,64.0,73.0,31.0,56.0,2021
108931,Raúl Guti,Elche CF,Spain Primera Division,23,CM,70,78,10000.0,70.0,65.0,65.0,67.0,69.0,81.0,2021
108936,A. Kamara,Fulham,English Premier League,25,"ST, RW",70,74,47000.0,84.0,67.0,55.0,68.0,31.0,76.0,2021
108945,F. Romagna,U.S. Sassuolo Calcio,Italian Serie A,23,CB,70,80,13000.0,60.0,32.0,51.0,57.0,73.0,62.0,2021
108946,F. Miguel,Nîmes Olympique,French Ligue 1,23,"LB, CB",70,77,10000.0,67.0,50.0,62.0,69.0,68.0,70.0,2021
108967,G. Prömel,1. FC Union Berlin,German 1. Bundesliga,25,"CM, CDM",70,75,15000.0,62.0,62.0,65.0,68.0,65.0,74.0,2021
108971,T. Roberts,Leeds United,English Premier League,21,"CAM, CM, ST",70,81,33000.0,78.0,68.0,64.0,73.0,35.0,69.0,2021
108980,O. Linnér,DSC Arminia Bielefeld,German 1. Bundesliga,23,GK,70,76,8000.0,,,,,,,2021
108981,Matheus Pereira,FC Barcelona,Spain Primera Division,22,"CAM, RM",70,78,52000.0,69.0,59.0,67.0,77.0,35.0,58.0,2021
108988,Josan,Elche CF,Spain Primera Division,30,"RM, LM, CM",70,70,11000.0,85.0,62.0,63.0,73.0,35.0,50.0,2021
108991,J. Harper,Getafe CF,Spain Primera Division,24,"ST, CAM, RM",70,75,14000.0,76.0,71.0,60.0,69.0,32.0,67.0,2021
109019,J. Makengo,OGC Nice,French Ligue 1,22,CM,70,78,16000.0,65.0,67.0,71.0,71.0,67.0,65.0,2021
109024,T. Awoniyi,1. FC Union Berlin,German 1. Bundesliga,22,"ST, RW",70,78,37000.0,77.0,71.0,57.0,66.0,26.0,72.0,2021
109026,Rafa Mir,SD Huesca,Spain Primera Division,23,"ST, LM, RM",70,77,35000.0,72.0,70.0,61.0,67.0,44.0,67.0,2021
109028,J. Horn,1. FC Köln,German 1. Bundesliga,23,"LB, CB, LM",70,78,12000.0,81.0,35.0,57.0,64.0,67.0,67.0,2021
109045,Jon Bautista,Real Sociedad,Spain Primera Division,24,"ST, CAM",70,75,14000.0,73.0,72.0,59.0,69.0,25.0,61.0,2021
109047,R. Gumny,FC Augsburg,German 1. Bundesliga,22,RB,70,81,12000.0,86.0,37.0,60.0,69.0,64.0,67.0,2021
109065,C. Soukou,DSC Arminia Bielefeld,German 1. Bundesliga,27,"RW, ST, LW",70,70,15000.0,79.0,67.0,65.0,72.0,34.0,72.0,2021
109066,M. Schubert,FC Schalke 04,German 1. Bundesliga,22,GK,70,80,9000.0,,,,,,,2021
109076,Juan Soriano,Sevilla FC,Spain Primera Division,22,GK,70,77,9000.0,,,,,,,2021
109081,W. Faes,Stade de Reims,French Ligue 1,22,CB,70,78,11000.0,59.0,35.0,51.0,56.0,70.0,74.0,2021
109092,D. Maresic,Stade de Reims,French Ligue 1,20,CB,70,82,9000.0,53.0,31.0,53.0,51.0,73.0,70.0,2021
109095,M. Fofana,FC Metz,French Ligue 1,22,"CB, CDM",70,78,9000.0,66.0,31.0,54.0,61.0,71.0,73.0,2021
109097,Rafa Navarro,Deportivo Alavés,Spain Primera Division,26,"RB, RWB",70,73,12000.0,74.0,44.0,60.0,66.0,66.0,48.0,2021
109099,Alex Pozo,Sevilla FC,Spain Primera Division,21,"RB, RM, LM",70,81,9000.0,73.0,69.0,67.0,74.0,66.0,45.0,2021
109111,Koke Vegas,Levante Unión Deportiva,Spain Primera Division,24,GK,70,78,8000.0,,,,,,,2021
109115,F. Medina,Racing Club de Lens,French Ligue 1,21,"CB, LB",70,81,13000.0,78.0,33.0,59.0,68.0,70.0,73.0,2021
109121,A. Connolly,Brighton & Hove Albion,English Premier League,20,ST,70,77,23000.0,77.0,69.0,48.0,70.0,20.0,61.0,2021
109125,P. Förster,VfB Stuttgart,German 1. Bundesliga,25,"CM, CAM",70,73,13000.0,69.0,62.0,69.0,72.0,59.0,75.0,2021
109129,M. Friedl,SV Werder Bremen,German 1. Bundesliga,22,"LB, CB",70,76,12000.0,61.0,40.0,56.0,66.0,71.0,70.0,2021
109137,C. Spinelli,Genoa,Italian Serie A,23,ST,70,78,9000.0,68.0,68.0,57.0,69.0,26.0,63.0,2021
109138,C. Gallagher,West Bromwich Albion,English Premier League,20,"CAM, CM",70,83,29000.0,63.0,64.0,64.0,72.0,59.0,65.0,2021
109139,H. Mendyl,FC Schalke 04,German 1. Bundesliga,22,LB,70,76,12000.0,87.0,43.0,59.0,70.0,65.0,68.0,2021
109140,R. Brewster,Liverpool,English Premier League,20,ST,70,84,32000.0,79.0,71.0,55.0,72.0,20.0,61.0,2021
109146,E. Demirović,Sport-Club Freiburg,German 1. Bundesliga,22,ST,70,81,13000.0,66.0,72.0,58.0,66.0,37.0,73.0,2021
109147,I. Niane,FC Metz,French Ligue 1,21,"ST, LW, RW",70,81,9000.0,81.0,70.0,54.0,70.0,18.0,60.0,2021
109148,U. Bozok,FC Lorient,French Ligue 1,23,ST,70,75,15000.0,79.0,69.0,58.0,73.0,24.0,66.0,2021
109149,A. Karazor,VfB Stuttgart,German 1. Bundesliga,23,"CB, CDM, CM",70,75,11000.0,50.0,36.0,57.0,59.0,72.0,71.0,2021
109156,S. Córdova,DSC Arminia Bielefeld,German 1. Bundesliga,22,ST,70,78,14000.0,73.0,69.0,54.0,70.0,24.0,64.0,2021
109158,F. Manojlović,Getafe CF,Spain Primera Division,24,GK,70,76,9000.0,,,,,,,2021
109160,T. Augello,U.C. Sampdoria,Italian Serie A,25,LB,70,73,10000.0,76.0,39.0,60.0,67.0,66.0,60.0,2021
109165,S. Moutoussamy,FC Nantes,French Ligue 1,23,"CM, CDM, LB",70,75,12000.0,71.0,58.0,69.0,75.0,66.0,58.0,2021
109167,L. Reis,FC Barcelona,Spain Primera Division,20,"CM, CDM",70,83,44000.0,70.0,59.0,64.0,70.0,68.0,69.0,2021
109168,A. Gouiri,OGC Nice,French Ligue 1,20,ST,70,83,15000.0,74.0,70.0,62.0,74.0,32.0,62.0,2021
109169,Miranda,FC Barcelona,Spain Primera Division,20,"LB, LWB",70,81,39000.0,62.0,40.0,60.0,66.0,68.0,62.0,2021
109172,Dani Martín,Real Betis Balompié,Spain Primera Division,21,GK,70,80,6000.0,,,,,,,2021
109177,Rogério,U.S. Sassuolo Calcio,Italian Serie A,22,"LB, LM",70,79,13000.0,75.0,53.0,65.0,72.0,67.0,59.0,2021
109178,P. Gueye,Olympique de Marseille,French Ligue 1,21,"CDM, CM",70,84,13000.0,64.0,45.0,61.0,66.0,66.0,77.0,2021
109189,Alberto Soro,Granada CF,Spain Primera Division,21,RM,70,83,10000.0,83.0,63.0,67.0,69.0,44.0,61.0,2021
109191,Dani Gómez,Levante Unión Deportiva,Spain Primera Division,21,ST,70,79,11000.0,82.0,71.0,56.0,69.0,40.0,64.0,2021
109192,F. Agu,SV Werder Bremen,German 1. Bundesliga,20,"LB, RB, LM",70,83,10000.0,87.0,46.0,60.0,75.0,61.0,59.0,2021
109193,R. Matondo,FC Schalke 04,German 1. Bundesliga,19,"LM, ST, RM",70,85,8000.0,94.0,57.0,64.0,73.0,37.0,49.0,2021
109194,De Frutos,Levante Unión Deportiva,Spain Primera Division,23,"LM, RM, ST",70,79,11000.0,82.0,64.0,64.0,72.0,34.0,46.0,2021
109197,Y. Adli,FC Girondins de Bordeaux,French Ligue 1,19,"CF, CAM, CM",70,83,11000.0,60.0,67.0,72.0,73.0,58.0,64.0,2021
109198,Iñigo Vicente,Athletic Club de Bilbao,Spain Primera Division,22,"LW, CAM",70,78,12000.0,76.0,62.0,67.0,73.0,43.0,55.0,2021
109204,K. Schlotterbeck,Sport-Club Freiburg,German 1. Bundesliga,23,CB,70,75,11000.0,66.0,22.0,51.0,49.0,73.0,70.0,2021
109213,J. Toro,SD Huesca,Spain Primera Division,23,"LM, ST, CAM",70,79,11000.0,71.0,61.0,68.0,72.0,34.0,57.0,2021
109225,Javi Sánchez,Real Valladolid CF,Spain Primera Division,23,CB,70,79,9000.0,56.0,32.0,47.0,45.0,70.0,73.0,2021
109231,S. Wamangituka,VfB Stuttgart,German 1. Bundesliga,20,"ST, RM, LM",70,82,11000.0,89.0,65.0,54.0,74.0,38.0,67.0,2021
109238,D. Vlahović,Fiorentina,Italian Serie A,20,ST,70,81,21000.0,62.0,72.0,52.0,68.0,27.0,61.0,2021
109241,N. Katterbach,1. FC Köln,German 1. Bundesliga,19,LB,70,84,7000.0,74.0,40.0,58.0,73.0,66.0,58.0,2021
109254,W. Fofana,AS Saint-Étienne,French Ligue 1,19,CB,70,82,8000.0,68.0,35.0,52.0,60.0,71.0,69.0,2021
109260,Larrazabal,Athletic Club de Bilbao,Spain Primera Division,22,RW,70,78,12000.0,80.0,66.0,61.0,74.0,34.0,69.0,2021
109270,Manu Sánchez,Atlético de Madrid,Spain Primera Division,19,LB,70,82,12000.0,70.0,40.0,59.0,66.0,67.0,61.0,2021
109304,A. Rosati,Torino F.C.,Italian Serie A,37,GK,69,69,9000.0,,,,,,,2021
109327,L. Peltier,West Bromwich Albion,English Premier League,33,RB,69,69,30000.0,58.0,38.0,59.0,61.0,72.0,70.0,2021
109332,N. Spolli,Crotone,Italian Serie A,37,CB,69,69,4000.0,38.0,39.0,34.0,42.0,71.0,71.0,2021
109338,M. Scozzarella,Parma,Italian Serie A,32,"CM, CDM",69,69,14000.0,78.0,61.0,72.0,72.0,55.0,60.0,2021
109342,S. Ujkani,Torino F.C.,Italian Serie A,31,GK,69,69,14000.0,,,,,,,2021
109358,L. Vitale,Hellas Verona,Italian Serie A,32,"LM, LB",69,69,12000.0,77.0,61.0,69.0,68.0,62.0,67.0,2021
109389,D. Petrić,FC Nantes,French Ligue 1,32,GK,69,69,9000.0,,,,,,,2021
109392,H. Lansbury,Aston Villa,English Premier League,29,"CM, CDM",69,69,25000.0,53.0,68.0,70.0,69.0,59.0,70.0,2021
109412,K. Laribi,Hellas Verona,Italian Serie A,29,"CM, CF, CAM",69,69,13000.0,81.0,68.0,70.0,75.0,47.0,59.0,2021
109419,Alberto Perea,Cádiz CF,Spain Primera Division,29,LM,69,69,14000.0,74.0,66.0,64.0,72.0,31.0,59.0,2021
109421,C. Wickham,Crystal Palace,English Premier League,27,ST,69,70,25000.0,48.0,71.0,61.0,65.0,30.0,66.0,2021
109430,Roderick Miranda,Wolverhampton Wanderers,English Premier League,29,CB,69,70,30000.0,41.0,44.0,52.0,51.0,69.0,77.0,2021
109457,M. Bourabia,U.S. Sassuolo Calcio,Italian Serie A,28,"CM, CDM, CAM",69,69,15000.0,59.0,61.0,69.0,71.0,63.0,60.0,2021
109503,A. Gogia,1. FC Union Berlin,German 1. Bundesliga,28,"RW, RM, LW",69,69,15000.0,71.0,67.0,65.0,75.0,28.0,60.0,2021
109535,Nicolas,Udinese Calcio,Italian Serie A,32,GK,69,69,6000.0,,,,,,,2021
109536,L. Antei,Benevento,Italian Serie A,28,"CB, RB",69,70,8000.0,47.0,27.0,41.0,47.0,71.0,69.0,2021
109547,Juan Cruz,CA Osasuna,Spain Primera Division,27,"LB, LWB",69,69,13000.0,73.0,40.0,58.0,61.0,65.0,70.0,2021
109562,B. Behrendt,DSC Arminia Bielefeld,German 1. Bundesliga,28,"CB, CDM",69,69,11000.0,62.0,53.0,56.0,44.0,69.0,73.0,2021
109564,M. Ricci,Spezia,Italian Serie A,26,CM,69,71,8000.0,72.0,59.0,67.0,69.0,54.0,62.0,2021
109590,F. Malbašić,Cádiz CF,Spain Primera Division,27,"ST, RM, LM",69,69,14000.0,84.0,69.0,65.0,71.0,35.0,66.0,2021
109595,R. Improta,Benevento,Italian Serie A,26,"LM, LW",69,70,9000.0,81.0,59.0,62.0,73.0,22.0,47.0,2021
109605,M. Caillard,FC Metz,French Ligue 1,26,GK,69,72,7000.0,,,,,,,2021
109613,Brandon Thomas,CA Osasuna,Spain Primera Division,25,"ST, LM, CAM",69,74,14000.0,77.0,71.0,60.0,73.0,32.0,62.0,2021
109615,R. Insigne,Benevento,Italian Serie A,26,"CF, RM, RW",69,71,9000.0,82.0,63.0,71.0,73.0,27.0,39.0,2021
109624,J. Marié,Dijon FCO,French Ligue 1,28,"CM, CDM",69,69,8000.0,51.0,55.0,66.0,71.0,65.0,66.0,2021
109670,M. Ingvartsen,1. FC Union Berlin,German 1. Bundesliga,24,"ST, CAM",69,73,13000.0,60.0,73.0,60.0,66.0,33.0,69.0,2021
109686,M. Perez,Racing Club de Lens,French Ligue 1,29,"CDM, CM",69,69,17000.0,70.0,52.0,65.0,67.0,64.0,72.0,2021
109701,S. Fortes,Racing Club de Lens,French Ligue 1,28,CB,69,71,17000.0,34.0,41.0,54.0,43.0,69.0,80.0,2021
109704,Marcos Mauro,Cádiz CF,Spain Primera Division,29,CB,69,70,13000.0,61.0,42.0,53.0,57.0,69.0,70.0,2021
109709,N. Körber,Hertha BSC,German 1. Bundesliga,23,GK,69,75,12000.0,,,,,,,2021
109710,S. Khaoui,Olympique de Marseille,French Ligue 1,25,"CAM, RM",69,73,16000.0,67.0,64.0,70.0,72.0,38.0,53.0,2021
109711,G. Paquiez,Nîmes Olympique,French Ligue 1,26,"RB, LB",69,71,10000.0,69.0,45.0,61.0,62.0,66.0,70.0,2021
109723,F. Honorat,Stade Brestois 29,French Ligue 1,23,RM,69,75,8000.0,73.0,68.0,63.0,72.0,43.0,51.0,2021
109724,G. Moncini,Benevento,Italian Serie A,24,ST,69,75,8000.0,74.0,68.0,54.0,66.0,37.0,65.0,2021
109728,Nano Mesa,Cádiz CF,Spain Primera Division,25,"ST, LM",69,74,14000.0,79.0,67.0,60.0,73.0,30.0,66.0,2021
109736,L. Boyé,Elche CF,Spain Primera Division,24,"LW, ST, CAM",69,74,18000.0,74.0,64.0,60.0,77.0,45.0,76.0,2021
